91367.00,570.282378,      66,     580,     760,     932,    1134,    1414,    4556
91770.00,568.486499,      65,     574,     764,     943,    1115,    1389,   10723
90771.00,574.512135,      58,     577,     804,     980,    1165,    1585,   10173
90819.00,574.342594,      64,     582,     781,     949,    1098,    3488,    9574
94949.00,549.402542,      66,     557,     728,     883,    1028,    1275,    9854
92845.00,562.381873,      66,     574,     764,     924,    1062,    1248,    4487
92292.00,565.277120,      67,     575,     751,     902,    1032,    1235,   10060
92991.00,561.517394,      64,     573,     745,     898,    1038,    1254,   10241
87883.00,571.099086,      61,     582,     767,     929,    1088,    1372,    9454
82538.00,602.466028,      60,     604,     777,     938,    1202,    6834,   15816
85866.00,604.324214,      57,     605,     779,     940,    1160,    9354,   19898
88642.00,586.832833,      66,     590,     760,     914,    1079,    8669,   19178
